,,,,County,,,CTY_SUB,CTY_SUBA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2020,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,D15AA1970,D15AA1980,D15AA1990,D15AA2000,D15AA2010,D15AA2020,D15AB1970,D15AB1980,D15AB1990,D15AB2000,D15AB2010,D15AB2020
,Kansas,20,200,Hamilton County,75,750,Medway township,45650,Medway Township,MEDWAY TOWNSHIP,Medway township,Medway township,Medway township,Medway township,60,39,38,53,60,40,0,0,0,0,0,0,60,39,38,53,60,40
,Kansas,20,200,Hamilton County,75,750,Richland township,59325,Richland Township,RICHLAND TOWNSHIP,Richland township,Richland township,Richland township,Richland township,55,40,28,27,30,30,0,0,0,0,0,0,55,40,28,27,30,30
,Kansas,20,200,Hamilton County,75,750,Syracuse township,69875,Syracuse Township,SYRACUSE TOWNSHIP,Syracuse township,Syracuse township,Syracuse township,Syracuse township,1951,1929,1911,2165,2130,2084,0,0,0,0,0,0,1951,1929,1911,2165,2130,2084
,Kansas,20,200,Harper County,77,770,Anthony city,1975,Anthony City,ANTHONY CITY,Anthony city,Anthony city,Anthony city,Anthony city,2653,2661,2516,2440,2269,2108,2653,2661,2516,0,0,0,0,0,0,2440,2269,2108
,Kansas,20,200,Harper County,77,770,Anthony Township,10,Anthony Township,,,,,,313,,,,,,0,,,,,,313,,,,,
,Kansas,20,200,Harper County,77,770,Banner Township,15,Banner Township,,,,,,180,,,,,,0,,,,,,180,,,,,
,Kansas,20,200,Harper County,77,770,Berlin Township,20,Berlin Township,,,,,,105,,,,,,0,,,,,,105,,,,,
,Kansas,20,200,Harper County,77,770,Blaine Township,25,Blaine Township,,,,,,134,,,,,,0,,,,,,134,,,,,
,Kansas,20,200,Harper County,77,770,Chicaskia Township,30,Chicaskia Township,,,,,,153,,,,,,0,,,,,,153,,,,,
,Kansas,20,200,Harper County,77,770,Eagle Township,35,Eagle Township,,,,,,141,,,,,,0,,,,,,141,,,,,
,Kansas,20,200,Harper County,77,770,Empire Township,40,Empire Township,,,,,,67,,,,,,0,,,,,,67,,,,,
,Kansas,20,200,Harper County,77,770,Garden Township,45,Garden Township,,,,,,92,,,,,,0,,,,,,92,,,,,
,Kansas,20,200,Harper County,77,770,Grant Township,50,Grant Township,,,,,,142,,,,,,0,,,,,,142,,,,,
,Kansas,20,200,Harper County,77,770,Greene Township,55,Greene Township,,,,,,88,,,,,,0,,,,,,88,,,,,
,Kansas,20,200,Harper County,77,770,Harper city,30175,Harper City,HARPER CITY,Harper city,Harper city,Harper city,Harper city,1665,1823,1735,1567,1473,1313,0,0,0,0,0,0,1665,1823,1735,1567,1473,1313
,Kansas,20,200,Harper County,77,770,Harper Township,65,Harper Township,,,,,,139,,,,,,0,,,,,,139,,,,,
,Kansas,20,200,Harper County,77,770,Lake Township,70,Lake Township,,,,,,91,,,,,,0,,,,,,91,,,,,
,Kansas,20,200,Harper County,77,770,Lawn Township,75,Lawn Township,,,,,,97,,,,,,0,,,,,,97,,,,,
,Kansas,20,200,Harper County,77,770,Liberty Township,80,Liberty Township,,,,,,89,,,,,,0,,,,,,89,,,,,
,Kansas,20,200,Harper County,77,770,Odell Township,85,Odell Township,,,,,,226,,,,,,0,,,,,,226,,,,,
,Kansas,20,200,Harper County,77,770,Pilot Knob Township,90,Pilot Knob Township,,,,,,194,,,,,,0,,,,,,194,,,,,
,Kansas,20,200,Harper County,77,770,Ruella Township,95,Ruella Township,,,,,,739,,,,,,0,,,,,,739,,,,,
,Kansas,20,200,Harper County,77,770,Silver Creek Township,100,Silver Creek Township,,,,,,136,,,,,,0,,,,,,136,,,,,
,Kansas,20,200,Harper County,77,770,Spring Township,105,Spring Township,,,,,,134,,,,,,0,,,,,,134,,,,,
,Kansas,20,200,Harper County,77,770,Stohrville Township,110,Stohrville Township,,,,,,293,,,,,,0,,,,,,293,,,,,
,Kansas,20,200,Harper County,77,770,Township 1,71201,,TOWNSHIP NO. 1,Township No. 1,Township No. 1,Township 1,Township 1,,1206,1125,1000,963,834,,0,0,0,0,0,,1206,1125,1000,963,834
,Kansas,20,200,Harper County,77,770,Township 2,71205,,TOWNSHIP NO. 2,Township No. 2,Township No. 2,Township 2,Township 2,,270,189,144,115,102,,0,0,0,0,0,,270,189,144,115,102
,Kansas,20,200,Harper County,77,770,Township 3,71209,,TOWNSHIP NO. 3,Township No. 3,Township No. 3,Township 3,Township 3,,554,414,394,300,273,,0,0,0,0,0,,554,414,394,300,273
,Kansas,20,200,Harper County,77,770,Township 4,71213,,TOWNSHIP NO. 4,Township No. 4,Township No. 4,Township 4,Township 4,,318,268,232,220,178,,0,0,0,0,0,,318,268,232,220,178
,Kansas,20,200,Harper County,77,770,Township 5,71217,,TOWNSHIP NO. 5,Township No. 5,Township No. 5,Township 5,Township 5,,551,499,463,412,406,,0,0,0,0,0,,551,499,463,412,406
,Kansas,20,200,Harper County,77,770,Township 6,71221,,TOWNSHIP NO. 6,Township No. 6,Township No. 6,Township 6,Township 6,,395,378,296,282,271,,0,0,0,0,0,,395,378,296,282,271
,Kansas,20,200,Harvey County,79,790,Alta township,1500,Alta Township,ALTA TOWNSHIP,Alta township,Alta township,Alta township,Alta township,267,242,243,221,236,221,0,0,0,0,0,0,267,242,243,221,236,221
,Kansas,20,200,Harvey County,79,790,Burrton township,9600,Burrton Township,BURRTON TOWNSHIP,Burrton township,Burrton township,Burrton township,Burrton township,1035,1211,1149,1143,1080,1057,0,0,0,0,0,0,1035,1211,1149,1143,1080,1057
,Kansas,20,200,Harvey County,79,790,Darlington township,17025,Darlington Township,DARLINGTON TOWNSHIP,Darlington township,Darlington township,Darlington township,Darlington township,409,527,471,601,575,586,0,0,0,0,0,0,409,527,471,601,575,586
,Kansas,20,200,Harvey County,79,790,Emma township,21025,Emma Township,EMMA TOWNSHIP,Emma township,Emma township,Emma township,Emma township,2433,3618,3612,4181,4267,4038,0,3013,3012,3373,3306,0,2433,605,600,808,961,4038
,Kansas,20,200,Harvey County,79,790,Garden township,25300,Garden Township,GARDEN TOWNSHIP,Garden township,Garden township,Garden township,Garden township,303,296,301,294,280,300,0,0,0,0,0,0,303,296,301,294,280,300
,Kansas,20,200,Harvey County,79,790,Halstead city,29600,Halstead City,HALSTEAD CITY,Halstead city,Halstead city,Halstead city,Halstead city,1716,1994,2015,1873,2085,2179,0,0,0,0,0,0,1716,1994,2015,1873,2085,2179
,Kansas,20,200,Harvey County,79,790,Halstead township,29625,Halstead Township,HALSTEAD TOWNSHIP,Halstead township,Halstead township,Halstead township,Halstead township,404,378,390,353,365,392,0,0,0,0,0,0,404,378,390,353,365,392
,Kansas,20,200,Harvey County,79,790,Highland township,31875,Highland Township,HIGHLAND TOWNSHIP,Highland township,Highland township,Highland township,Highland township,342,386,408,415,388,384,0,0,0,0,0,0,342,386,408,415,388,384
,Kansas,20,200,Harvey County,79,790,Lake township,37825,Lake Township,LAKE TOWNSHIP,Lake township,Lake township,Lake township,Lake township,233,219,191,173,158,170,0,0,0,0,0,0,233,219,191,173,158,170
,Kansas,20,200,Harvey County,79,790,Lakin township,38150,Lakin Township,LAKIN TOWNSHIP,Lakin township,Lakin township,Lakin township,Lakin township,306,346,327,357,331,358,0,0,0,0,0,0,306,346,327,357,331,358
,Kansas,20,200,Harvey County,79,790,Macon township,43925,Macon Township,MACON TOWNSHIP,Macon township,Macon township,Macon township,Macon township,456,632,819,1056,531,498,0,0,0,560,4,0,456,632,819,496,527,498
,Kansas,20,200,Harvey County,79,790,Newton city,50475,Newton City,NEWTON CITY,Newton city,Newton city,Newton city,Newton city,15439,16332,16700,17190,19132,18602,15439,16332,16700,17170,18858,18522,0,0,0,20,274,80
,Kansas,20,200,Harvey County,79,790,Newton township,50500,Newton Township,NEWTON TOWNSHIP,Newton township,Newton township,Newton township,Newton township,1499,1708,1694,1950,2130,2207,0,0,0,1588,1792,1856,1499,1708,1694,362,338,351
,Kansas,20,200,Harvey County,79,790,Pleasant township,56250,Pleasant Township,PLEASANT TOWNSHIP,Pleasant township,Pleasant township,Pleasant township,Pleasant township,258,323,389,439,400,457,0,0,0,0,0,0,258,323,389,439,400,457
,Kansas,20,200,Harvey County,79,790,Richland township,59350,Richland Township,RICHLAND TOWNSHIP,Richland township,Richland township,Richland township,Richland township,244,211,200,360,367,358,0,0,0,0,0,0,244,211,200,360,367,358
,Kansas,20,200,Harvey County,79,790,Sedgwick township,63825,Sedgwick Township,SEDGWICK TOWNSHIP,Sedgwick township,Sedgwick township,Sedgwick township,Sedgwick township,1498,1682,1701,1711,1833,1748,0,0,0,0,0,0,1498,1682,1701,1711,1833,1748
,Kansas,20,200,Harvey County,79,790,Walton township,75225,Walton Township,WALTON TOWNSHIP,Walton township,Walton township,Walton township,Walton township,394,426,418,552,526,469,0,0,0,0,0,0,394,426,418,552,526,469
,Kansas,20,200,Haskell County,81,810,Dudley township,18825,Dudley Township,DUDLEY TOWNSHIP,Dudley township,Dudley township,Dudley township,Dudley township,1579,1541,1522,1814,1683,1435,0,0,0,0,0,0,1579,1541,1522,1814,1683,1435
,Kansas,20,200,Haskell County,81,810,Haskell township,30625,Haskell Township,HASKELL TOWNSHIP,Haskell township,Haskell township,Haskell township,Haskell township,1619,1721,1825,1971,2094,1880,0,0,0,0,0,0,1619,1721,1825,1971,2094,1880
,Kansas,20,200,Haskell County,81,810,Lockport township,41675,Lockport Township,LOCKPORT TOWNSHIP,Lockport township,Lockport township,Lockport township,Lockport township,474,552,539,522,479,465,0,0,0,0,0,0,474,552,539,522,479,465
,Kansas,20,200,Hodgeman County,83,830,Benton township,6225,Benton Township,BENTON TOWNSHIP,Benton township,Benton township,Benton township,Benton township,50,47,42,48,36,27,0,0,0,0,0,0,50,47,42,48,36,27
,Kansas,20,200,Hodgeman County,83,830,Center township,11725,Center Township,CENTER TOWNSHIP,Center township,Center township,Center township,Center township,1208,1098,1053,1121,1085,963,0,0,0,0,0,0,1208,1098,1053,1121,1085,963
,Kansas,20,200,Hodgeman County,83,830,Hallet township,29525,Hallet Township,HALLET TOWNSHIP,Hallet township,Hallet township,Hallet township,Hallet township,76,69,41,62,58,45,0,0,0,0,0,0,76,69,41,62,58,45
,Kansas,20,200,Hodgeman County,83,830,Marena township,44575,Marena Township,MARENA TOWNSHIP,Marena township,Marena township,Marena township,Marena township,568,500,542,432,389,384,0,0,0,0,0,0,568,500,542,432,389,384
,Kansas,20,200,Hodgeman County,83,830,North Roscoe township,51350,North Roscoe Township,NORTH ROSCOE TOWNSHIP,North Roscoe township,North Roscoe township,North Roscoe township,North Roscoe township,115,76,73,51,48,31,0,0,0,0,0,0,115,76,73,51,48,31
,Kansas,20,200,Hodgeman County,83,830,Sawlog township,63225,Sawlog Township,SAWLOG TOWNSHIP,Sawlog township,Sawlog township,Sawlog township,Sawlog township,170,124,100,93,91,61,0,0,0,0,0,0,170,124,100,93,91,61
,Kansas,20,200,Hodgeman County,83,830,South Roscoe township,66900,South Roscoe Township,SOUTH ROSCOE TOWNSHIP,South Roscoe township,South Roscoe township,South Roscoe township,South Roscoe township,124,99,107,76,62,50,0,0,0,0,0,0,124,99,107,76,62,50
,Kansas,20,200,Hodgeman County,83,830,Sterling township,68175,Sterling Township,STERLING TOWNSHIP,Sterling township,Sterling township,Sterling township,Sterling township,230,163,153,144,101,99,0,0,0,0,0,0,230,163,153,144,101,99
,Kansas,20,200,Hodgeman County,83,830,Valley township,72825,Valley Township,VALLEY TOWNSHIP,Valley township,Valley township,Valley township,Valley township,121,93,66,58,46,63,0,0,0,0,0,0,121,93,66,58,46,63
,Kansas,20,200,Jackson County,85,850,Adrian township,350,Adrian Township,ADRIAN TOWNSHIP,Adrian township,Adrian township,Adrian township,Adrian township,166,125,114,150,176,188,0,0,0,0,0,0,166,125,114,150,176,188
,Kansas,20,200,Jackson County,85,850,Banner township,4025,Banner Township,BANNER TOWNSHIP,Banner township,Banner township,Banner township,Banner township,264,329,312,300,328,327,0,0,0,0,0,0,264,329,312,300,328,327
,Kansas,20,200,Jackson County,85,850,Cedar township,11275,Cedar Township,CEDAR TOWNSHIP,Cedar township,Cedar township,Cedar township,Cedar township,828,1164,1132,1254,1402,1392,0,0,0,0,0,0,828,1164,1132,1254,1402,1392
,Kansas,20,200,Jackson County,85,850,Douglas township,18350,Douglas Township,DOUGLAS TOWNSHIP,Douglas township,Douglas township,Douglas township,Douglas township,1243,1711,1812,2135,2314,2146,0,0,0,0,0,0,1243,1711,1812,2135,2314,2146
,Kansas,20,200,Jackson County,85,850,Franklin township,24400,Franklin Township,FRANKLIN TOWNSHIP,Franklin township,Franklin township,Franklin township,Franklin township,472,600,634,776,1022,903,0,0,0,0,0,0,472,600,634,776,1022,903
,Kansas,20,200,Jackson County,85,850,Garfield township,25625,Garfield Township,GARFIELD TOWNSHIP,Garfield township,Garfield township,Garfield township,Garfield township,619,600,604,624,640,564,0,0,0,0,0,0,619,600,604,624,640,564
,Kansas,20,200,Jackson County,85,850,Grant township,27700,Grant Township,GRANT TOWNSHIP,Grant township,Grant township,Grant township,Grant township,178,211,183,212,170,186,0,0,0,0,0,0,178,211,183,212,170,186
,Kansas,20,200,Jackson County,85,850,Holton city,32825,Holton City,HOLTON CITY,Holton city,Holton city,Holton city,Holton city,3063,3132,3196,3353,3329,3401,3063,3132,3196,3285,3245,0,0,0,0,68,84,3401
,Kansas,20,200,Jackson County,85,850,Jefferson township,35225,Jefferson Township,JEFFERSON TOWNSHIP,Jefferson township,Jefferson township,Jefferson township,Jefferson township,467,517,466,494,513,528,0,0,0,0,0,0,467,517,466,494,513,528
,Kansas,20,200,Jackson County,85,850,Liberty township,40125,Liberty Township,LIBERTY TOWNSHIP,Liberty township,Liberty township,Liberty township,Liberty township,421,416,410,513,510,539,0,0,0,0,0,0,421,416,410,513,510,539
,Kansas,20,200,Jackson County,85,850,Lincoln township,40750,Lincoln Township,LINCOLN TOWNSHIP,Lincoln township,Lincoln township,Lincoln township,Lincoln township,528,756,892,1046,1221,1313,0,0,0,0,0,0,528,756,892,1046,1221,1313
,Kansas,20,200,Jackson County,85,850,Netawaka township,49975,Netawaka Township,NETAWAKA TOWNSHIP,Netawaka township,Netawaka township,Netawaka township,Netawaka township,413,474,371,361,330,324,0,0,0,0,0,0,413,474,371,361,330,324
,Kansas,20,200,Jackson County,85,850,Soldier township,66200,Soldier Township,SOLDIER TOWNSHIP,Soldier township,Soldier township,Soldier township,Soldier township,479,493,395,403,404,344,0,0,0,0,0,0,479,493,395,403,404,344
,Kansas,20,200,Jackson County,85,850,Straight Creek township,68475,Straight Creek Township,STRAIGHT CREEK TOWNSHIP,Straight Creek township,Straight Creek township,Straight Creek township,Straight Creek township,236,193,181,158,185,202,0,0,0,0,0,0,236,193,181,158,185,202
,Kansas,20,200,Jackson County,85,850,Washington township,75625,Washington Township,WASHINGTON TOWNSHIP,Washington township,Washington township,Washington township,Washington township,459,453,443,516,582,556,0,0,0,0,0,0,459,453,443,516,582,556
,Kansas,20,200,Jackson County,85,850,Whiting township,78125,Whiting Township,WHITING TOWNSHIP,Whiting township,Whiting township,Whiting township,Whiting township,506,470,380,362,336,319,0,0,0,0,0,0,506,470,380,362,336,319
,Kansas,20,200,Jefferson County,87,870,Delaware township,17425,Delaware Township,DELAWARE TOWNSHIP,Delaware township,Delaware township,Delaware township,Delaware township,1889,1981,2000,2034,1939,1802,0,0,0,0,0,0,1889,1981,2000,2034,1939,1802
,Kansas,20,200,Jefferson County,87,870,Fairview township,22525,Fairview Township,FAIRVIEW TOWNSHIP,Fairview township,Fairview township,Fairview township,Fairview township,149,669,995,1510,1699,1622,0,0,0,0,0,0,149,669,995,1510,1699,1622
,Kansas,20,200,Jefferson County,87,870,Jefferson No. 10 township,35337,,,Jefferson No. 10 township,,,,,,1191,,,,,,0,,,,,,1191,,,
,Kansas,20,200,Jefferson County,87,870,Jefferson township,35250,Jefferson Township,JEFFERSON TOWNSHIP,,Jefferson township,Jefferson township,Jefferson township,1045,1241,,1240,1160,1090,0,0,,0,0,0,1045,1241,,1240,1160,1090
,Kansas,20,200,Jefferson County,87,870,Kaw township,36125,Kaw Township,KAW TOWNSHIP,Kaw township,Kaw township,Kaw township,Kaw township,1013,1301,1356,1409,1461,1390,0,0,0,0,226,160,1013,1301,1356,1409,1235,1230
,Kansas,20,200,Jefferson County,87,870,Kentucky township,36575,Kentucky Township,KENTUCKY TOWNSHIP,Kentucky township,Kentucky township,Kentucky township,Kentucky township,1129,1453,1443,1576,1746,1557,0,0,0,0,0,0,1129,1453,1443,1576,1746,1557
,Kansas,20,200,Jefferson County,87,870,Norton township,51475,Norton Township,NORTON TOWNSHIP,Norton township,Norton township,Norton township,Norton township,1121,1016,934,955,931,859,0,0,0,0,0,0,1121,1016,934,955,931,859
,Kansas,20,200,Jefferson County,87,870,Oskaloosa township,53400,Oskaloosa Township,OSKALOOSA TOWNSHIP,Oskaloosa township,Oskaloosa township,Oskaloosa township,Oskaloosa township,1572,1776,1832,2142,2169,2167,0,0,0,0,0,0,1572,1776,1832,2142,2169,2167
,Kansas,20,200,Jefferson County,87,870,Ozawkie township,53950,Ozawkie Township,OZAWKIE TOWNSHIP,Ozawkie township,Ozawkie township,Ozawkie township,Ozawkie township,430,950,1128,1408,1637,1628,0,0,0,0,0,0,430,950,1128,1408,1637,1628
,Kansas,20,200,Jefferson County,87,870,Rock Creek township,60575,Rock Creek Township,ROCK CREEK TOWNSHIP,Rock Creek township,Rock Creek township,Rock Creek township,Rock Creek township,1558,2234,2299,2718,2890,2801,0,0,0,0,0,0,1558,2234,2299,2718,2890,2801
,Kansas,20,200,Jefferson County,87,870,Rural township,61700,Rural Township,RURAL TOWNSHIP,Rural township,Rural township,Rural township,Rural township,476,588,588,804,761,776,0,0,0,0,0,0,476,588,588,804,761,776
,Kansas,20,200,Jefferson County,87,870,Sarcoxie township,63100,Sarcoxie Township,SARCOXIE TOWNSHIP,Sarcoxie township,Sarcoxie township,Sarcoxie township,Sarcoxie township,456,644,755,958,999,986,0,0,0,0,0,0,456,644,755,958,999,986
,Kansas,20,200,Jefferson County,87,870,Union township,72150,Union Township,UNION TOWNSHIP,Union township,Union township,Union township,Union township,1107,1354,1384,1672,1734,1690,0,0,0,0,0,0,1107,1354,1384,1672,1734,1690
,Kansas,20,200,Jewell County,89,890,Allen township,1225,Allen Township,ALLEN TOWNSHIP,Allen township,Allen township,Allen township,Allen township,77,68,58,43,24,13,0,0,0,0,0,0,77,68,58,43,24,13
,Kansas,20,200,Jewell County,89,890,Athens township,2975,Athens Township,ATHENS TOWNSHIP,Athens township,Athens township,Athens township,Athens township,141,105,91,74,50,50,0,0,0,0,0,0,141,105,91,74,50,50
,Kansas,20,200,Jewell County,89,890,Browns Creek township,8725,Browns Creek Township,BROWNS CREEK TOWNSHIP,Browns Creek township,Browns Creek township,Browns Creek township,Browns Creek township,90,71,74,64,50,57,0,0,0,0,0,0,90,71,74,64,50,57
,Kansas,20,200,Jewell County,89,890,Buffalo township,9125,Buffalo Township,BUFFALO TOWNSHIP,Buffalo township,Buffalo township,Buffalo township,Buffalo township,745,723,652,574,507,458,0,0,0,0,0,0,745,723,652,574,507,458
,Kansas,20,200,Jewell County,89,890,Burr Oak township,9550,Burr Oak Township,BURR OAK TOWNSHIP,Burr Oak township,Burr Oak township,Burr Oak township,Burr Oak township,568,473,349,338,226,197,0,0,0,0,0,0,568,473,349,338,226,197
